date,product,category,price,unit,market_name,region,woreda,price_type
2023-04-24,Beef (raw),Animal Product,770.07,kg,Wolkite,Tigray,Basketo,Farmgate
2024-04-21,Cabbage,Vegetable,2044.18,quintal,Dessie,Addis Ababa,Bole,Retail
2023-03-27,Banana,Fruit,288.3,kg,Hawassa,Sidama,Basketo,Farmgate
2023-01-10,Cabbage,Vegetable,1863.49,quintal,Merkato,Sidama,South Wollo,Retail
2023-11-11,Lettuce,Vegetable,1068.76,quintal,Dessie,Sidama,Bole,Wholesale
2023-12-24,Milk (raw),Animal Product,49.52,kg,Gonder,Tigray,Kolfe,Wholesale
2024-03-10,Maize,Cereal,763.84,kg,Wolkite,Amhara,North Shewa,Farmgate
2023-03-10,Chicken (dressed),Animal Product,210.84,kg,Bahir Dar,Addis Ababa,North Shewa,Retail
2023-05-12,Chickpeas,Other,223.23,kg,Dessie,Sidama,Hadiya,Farmgate
2024-05-23,Tomato,Vegetable,1740.99,quintal,Hawassa,Tigray,Kolfe,Wholesale
2024-02-25,Cheese (Ayib),Animal Product,117.71,kg,Wolkite,Southwest Ethiopia,Kolfe,Farmgate
2024-04-18,Orange,Fruit,236.62,kg,Wolkite,Southwest Ethiopia,Basketo,Retail
2024-03-03,Goat meat,Animal Product,140.59,kg,Dessie,Amhara,Bole,Farmgate
2023-01-10,Salt,Processed Food,2176.86,quintal,Wolkite,Tigray,Kolfe,Farmgate
2023-11-08,Orange,Fruit,1264.91,quintal,Dessie,Tigray,Kolfe,Farmgate
2024-06-19,Lentils,Other,1005.0,quintal,Gonder,SNNPR,Hadiya,Wholesale
2024-02-19,Fava beans,Other,1670.69,quintal,Gonder,Addis Ababa,Basketo,Wholesale
2024-01-28,Rice (imported),Cereal,2284.83,kg,Merkato,Oromia,Lideta,Wholesale
2023-07-18,Lemon,Fruit,31.06,kg,Hossana,SNNPR,Hadiya,Farmgate
2024-03-22,Chicken (live),Animal Product,324.33,quintal,Merkato,SNNPR,Kolfe,Wholesale
2023-08-28,Avocado,Fruit,1319.48,quintal,Hawassa,Sidama,South Wollo,Farmgate
2023-08-15,Eggs,Animal Product,7.1,quintal,Jimma,Southwest Ethiopia,Kolfe,Retail
2023-01-22,Barley,Cereal,1325.7,kg,Wolkite,Sidama,Bole,Wholesale
2024-04-08,Carrot,Vegetable,1329.35,quintal,Shola,Tigray,Hadiya,Retail
2023-11-05,Millet,Cereal,1224.19,quintal,Gonder,Tigray,Bole,Retail
2023-03-30,Barley,Cereal,1377.42,quintal,Wolkite,Addis Ababa,Bole,Wholesale
2024-06-07,Mutton,Animal Product,125.68,kg,Merkato,Addis Ababa,Hadiya,Wholesale
2023-05-19,Cheese (Ayib),Animal Product,1691.13,quintal,Merkato,Tigray,Basketo,Retail
2023-04-08,Goat meat,Animal Product,255.21,kg,Gonder,Tigray,Kolfe,Wholesale
2024-02-20,Mutton,Animal Product,2375.98,quintal,Shola,Addis Ababa,Kaffa,Farmgate
2023-01-05,Tea (local),Processed Food,1706.35,quintal,Merkato,Oromia,Kolfe,Retail
2023-06-21,Mutton,Animal Product,222.93,kg,Wolkite,Addis Ababa,Lideta,Farmgate
2024-04-24,Flour (wheat),Processed Food,67.87,kg,Wolkite,Amhara,Hadiya,Wholesale
2024-05-30,Cheese (Ayib),Animal Product,67.62,kg,Shola,Tigray,Bole,Retail
2023-08-27,Lemon,Fruit,2202.1,quintal,Dessie,Tigray,Jimma Town,Retail
2024-03-30,Orange,Fruit,2089.94,quintal,Merkato,SNNPR,Bole,Retail
2023-03-08,Lentils,Other,2244.78,quintal,Dessie,Addis Ababa,Bole,Retail
2023-05-20,Teff (white),Cereal,2190.09,quintal,Hossana,Oromia,Hadiya,Retail
2023-04-14,Roasted grains,Other,1368.1,quintal,Hossana,Amhara,Jimma Town,Retail
2024-02-26,Powdered milk,Processed Food,192.56,kg,Gonder,Addis Ababa,Hadiya,Wholesale
2023-06-30,Powdered milk,Processed Food,1465.02,quintal,Wolkite,SNNPR,South Wollo,Farmgate
2023-08-12,Yogurt,Animal Product,1634.7,quintal,Bahir Dar,Tigray,Kaffa,Farmgate
2023-11-25,Salt,Processed Food,54.91,kg,Gonder,Tigray,Wolaita,Retail
2024-02-17,Chicken (dressed),Animal Product,1727.57,quintal,Jimma,Oromia,Hadiya,Retail
2023-08-17,Rice (local),Cereal,1917.01,kg,Gonder,SNNPR,Wolaita,Retail
2023-08-08,Millet,Cereal,2031.05,quintal,Hossana,Addis Ababa,Bole,Wholesale
2024-02-21,Watermelon,Fruit,2046.77,quintal,Bahir Dar,Addis Ababa,South Wollo,Retail
2023-04-07,Spices mix,Other,154.57,kg,Adama,Oromia,South Wollo,Retail
2023-10-18,Potato,Vegetable,2230.53,quintal,Merkato,Oromia,Basketo,Farmgate
2023-07-18,Dry peas,Other,1602.09,quintal,Jimma,Addis Ababa,Kolfe,Wholesale
2023-08-06,Cooking oil (palm),Processed Food,193.23,kg,Dessie,Amhara,Bole,Farmgate
2024-06-12,Tea (local),Processed Food,1749.57,quintal,Hossana,Addis Ababa,Basketo,Retail
2023-08-30,Guava,Fruit,2462.95,quintal,Dessie,SNNPR,North Shewa,Retail
2023-01-01,Yogurt,Animal Product,1490.15,quintal,Hossana,Southwest Ethiopia,Basketo,Farmgate
2023-11-19,Sugar (local),Processed Food,1734.33,quintal,Wolkite,Amhara,Hadiya,Wholesale
2024-01-19,Nifro,Other,278.48,kg,Merkato,Amhara,Wolaita,Retail
2023-02-06,Watermelon,Fruit,258.04,kg,Dessie,Oromia,Lideta,Retail
2023-03-13,Powdered milk,Processed Food,1013.23,quintal,Hossana,Sidama,Bole,Wholesale
2023-04-17,Eggs,Animal Product,9.64,quintal,Hossana,Tigray,Hadiya,Farmgate
2023-11-14,Nifro,Other,239.78,kg,Jimma,Tigray,Basketo,Farmgate
2023-06-03,Chicken (dressed),Animal Product,2297.62,quintal,Dessie,Tigray,Kaffa,Retail
2024-02-16,Salt,Processed Food,1598.63,quintal,Hossana,Oromia,Jimma Town,Wholesale
2023-02-14,Chicken (dressed),Animal Product,233.41,kg,Jimma,Addis Ababa,Basketo,Retail
2023-04-05,Potato,Vegetable,2288.56,quintal,Hawassa,Sidama,North Shewa,Farmgate
2023-04-14,Lemon,Fruit,2420.43,quintal,Gonder,Tigray,Kaffa,Farmgate
2023-01-14,Chickpeas,Other,1739.25,quintal,Merkato,Sidama,Kaffa,Wholesale
2023-10-09,Lentils,Other,1597.69,quintal,Wolkite,Oromia,North Shewa,Retail
2023-07-28,Papaya,Fruit,226.77,kg,Adama,Addis Ababa,Hadiya,Farmgate
2023-07-19,Yogurt,Animal Product,281.24,kg,Shola,Amhara,Jimma Town,Farmgate
2024-05-03,Apple (local),Fruit,1549.78,quintal,Bahir Dar,Sidama,South Wollo,Retail
2023-09-07,Orange,Fruit,1815.24,quintal,Hawassa,SNNPR,Basketo,Wholesale
2024-01-09,Butter (traditional),Animal Product,2211.95,quintal,Jimma,Tigray,Hadiya,Wholesale
2023-12-18,Beef (raw),Animal Product,718.36,quintal,Gonder,Addis Ababa,South Wollo,Wholesale
2023-06-19,Onion (red),Vegetable,2380.91,quintal,Bahir Dar,SNNPR,Jimma Town,Wholesale
2023-03-02,Cooking oil (palm),Processed Food,71.43,kg,Dessie,Southwest Ethiopia,Kaffa,Wholesale
2023-10-09,Goat meat,Animal Product,1899.96,quintal,Adama,Addis Ababa,South Wollo,Farmgate
2024-04-02,Watermelon,Fruit,2047.96,quintal,Shola,Tigray,Jimma Town,Retail
2023-01-15,Margarine,Processed Food,1518.67,quintal,Hawassa,Tigray,South Wollo,Wholesale
2023-08-16,Shiro,Other,1005.72,quintal,Hossana,Oromia,Jimma Town,Retail
2024-01-22,Guava,Fruit,224.53,kg,Wolkite,Addis Ababa,Basketo,Farmgate
2023-01-23,Orange,Fruit,270.05,kg,Hossana,Southwest Ethiopia,South Wollo,Farmgate
2024-02-05,Green pepper,Vegetable,1012.57,quintal,Bahir Dar,Amhara,Basketo,Wholesale
2023-08-11,Cabbage,Vegetable,261.42,kg,Hawassa,Southwest Ethiopia,Hadiya,Farmgate
2023-10-03,Cooking oil (palm),Processed Food,119.36,kg,Gonder,Amhara,Hadiya,Farmgate
2024-02-23,Roasted grains,Other,1788.13,quintal,Bahir Dar,Southwest Ethiopia,Bole,Wholesale
2024-03-12,Teff (red),Cereal,1933.72,quintal,Hossana,Southwest Ethiopia,Basketo,Wholesale
2024-03-04,Sugar (local),Processed Food,1505.51,quintal,Jimma,Tigray,South Wollo,Retail
2023-05-29,Lettuce,Vegetable,1274.24,quintal,Merkato,Amhara,North Shewa,Wholesale
2023-05-30,Pepper powder,Other,264.53,kg,Gonder,Oromia,Kaffa,Wholesale
2023-05-16,Green pepper,Vegetable,229.43,kg,Wolkite,Amhara,South Wollo,Farmgate
2024-01-23,Goat meat,Animal Product,1798.66,quintal,Bahir Dar,Southwest Ethiopia,Hadiya,Retail
2024-04-24,Tomato,Vegetable,2012.83,quintal,Dessie,Southwest Ethiopia,North Shewa,Retail
2023-10-04,Avocado,Fruit,161.29,kg,Wolkite,Amhara,Lideta,Retail
2023-02-20,Chicken (dressed),Animal Product,38.46,kg,Hossana,Tigray,Lideta,Farmgate
2024-02-29,Mutton,Animal Product,48.03,kg,Adama,SNNPR,Kaffa,Retail
2024-03-28,Papaya,Fruit,1989.04,quintal,Hossana,Addis Ababa,Kolfe,Retail
2023-06-30,Honey,Other,129.81,kg,Adama,Addis Ababa,North Shewa,Retail
2024-03-04,Goat meat,Animal Product,88.91,kg,Jimma,Amhara,North Shewa,Farmgate
2023-05-04,Millet,Cereal,285.88,kg,Wolkite,Southwest Ethiopia,Kolfe,Farmgate
2024-01-24,Wheat,Cereal,1303.48,kg,Bahir Dar,Southwest Ethiopia,Kolfe,Retail
2024-02-24,Millet,Cereal,1007.24,quintal,Jimma,Tigray,Kaffa,Retail
2023-07-17,Cooking oil (palm),Processed Food,152.2,kg,Gonder,SNNPR,Bole,Retail
2023-10-31,Mango,Fruit,122.78,kg,Adama,Oromia,Lideta,Wholesale
2023-02-13,Butter (traditional),Animal Product,195.83,kg,Adama,Addis Ababa,Kolfe,Retail
2023-02-08,Spices mix,Other,1631.41,quintal,Jimma,SNNPR,Hadiya,Wholesale
2023-05-01,Mango,Fruit,186.12,kg,Shola,Amhara,North Shewa,Wholesale
2023-09-20,Beetroot,Vegetable,1475.04,quintal,Wolkite,Amhara,Hadiya,Farmgate
2023-12-24,Chicken (live),Animal Product,394.38,quintal,Hossana,Tigray,South Wollo,Retail
2023-03-31,Milk (raw),Animal Product,40.53,kg,Hawassa,Oromia,Kolfe,Farmgate
2024-04-28,Carrot,Vegetable,2172.82,quintal,Hossana,SNNPR,Bole,Wholesale
2024-04-08,Cheese (Ayib),Animal Product,1696.06,quintal,Wolkite,Sidama,Bole,Wholesale
2023-05-26,Millet,Cereal,1285.14,quintal,Dessie,Southwest Ethiopia,Jimma Town,Farmgate
2023-09-27,Wheat,Cereal,1095.4,quintal,Hossana,Oromia,Jimma Town,Farmgate
2024-06-23,Papaya,Fruit,265.08,kg,Hawassa,Addis Ababa,South Wollo,Farmgate
2023-10-25,Eggs,Animal Product,8.97,quintal,Hawassa,Sidama,North Shewa,Farmgate
2024-01-11,Chickpeas,Other,109.19,kg,Merkato,Southwest Ethiopia,Wolaita,Wholesale
2023-03-18,Grapes,Fruit,238.36,kg,Hossana,SNNPR,South Wollo,Retail
2024-02-20,Mango,Fruit,71.66,kg,Jimma,SNNPR,Bole,Wholesale
2024-06-14,Green pepper,Vegetable,58.41,kg,Adama,SNNPR,Jimma Town,Farmgate
2024-02-07,Dry peas,Other,90.12,kg,Wolkite,Southwest Ethiopia,Kaffa,Farmgate
2023-04-17,Dry peas,Other,136.15,kg,Merkato,Southwest Ethiopia,South Wollo,Farmgate
2024-03-17,Green pepper,Vegetable,272.59,kg,Adama,Addis Ababa,Bole,Retail
2023-02-06,Kale (Gomen),Vegetable,245.17,kg,Bahir Dar,SNNPR,North Shewa,Retail
2024-02-16,Hot pepper,Vegetable,134.03,kg,Hawassa,Addis Ababa,Hadiya,Wholesale
2024-05-08,Millet,Cereal,258.96,kg,Merkato,Southwest Ethiopia,Bole,Retail
2024-01-25,Lentils,Other,1088.44,quintal,Adama,Oromia,Kaffa,Wholesale
2024-06-10,Mango,Fruit,52.71,kg,Jimma,Sidama,Bole,Wholesale
2023-01-23,Roasted grains,Other,257.79,kg,Hossana,Sidama,South Wollo,Farmgate
2023-10-01,Millet,Cereal,189.5,kg,Hawassa,Amhara,Bole,Wholesale
2023-06-04,Yogurt,Animal Product,273.88,kg,Wolkite,Sidama,Bole,Retail
2023-05-15,Milk (raw),Animal Product,41.96,kg,Dessie,Amhara,South Wollo,Wholesale
2023-06-07,Lentils,Other,1026.27,quintal,Jimma,Tigray,Lideta,Retail
2024-03-07,Sugar (local),Processed Food,2466.52,quintal,Merkato,Tigray,Basketo,Wholesale
2023-03-12,Goat meat,Animal Product,1329.84,quintal,Adama,Tigray,South Wollo,Retail
2023-01-25,Teff (white),Cereal,1918.46,quintal,Wolkite,Tigray,Wolaita,Farmgate
2023-09-14,Tea (local),Processed Food,1343.76,quintal,Wolkite,Tigray,South Wollo,Farmgate
2023-04-02,Salt,Processed Food,155.18,kg,Bahir Dar,Sidama,North Shewa,Wholesale
2023-12-05,Lentils,Other,288.72,kg,Hawassa,Oromia,Kaffa,Farmgate
2024-02-05,Carrot,Vegetable,1293.31,quintal,Hawassa,Oromia,Bole,Wholesale
2023-05-27,Goat meat,Animal Product,1695.82,quintal,Bahir Dar,Sidama,Kaffa,Farmgate
2023-05-29,Spaghetti,Processed Food,1349.26,quintal,Merkato,Oromia,Lideta,Wholesale
2023-07-30,Potato,Vegetable,1562.03,quintal,Adama,Addis Ababa,Wolaita,Wholesale
2023-09-02,Mango,Fruit,1603.38,quintal,Shola,Southwest Ethiopia,Wolaita,Retail
2024-06-19,Wheat,Cereal,1026.84,kg,Merkato,Amhara,South Wollo,Retail
2024-05-01,Margarine,Processed Food,1362.66,quintal,Merkato,Tigray,North Shewa,Retail
2023-05-10,Orange,Fruit,1469.85,quintal,Wolkite,Addis Ababa,Kaffa,Wholesale
2023-01-30,Orange,Fruit,1635.29,quintal,Dessie,Oromia,South Wollo,Farmgate
2024-03-23,Tomato,Vegetable,135.88,kg,Merkato,Oromia,South Wollo,Wholesale
2023-02-26,Orange,Fruit,69.24,kg,Wolkite,SNNPR,Hadiya,Farmgate
2023-05-27,Watermelon,Fruit,161.77,kg,Dessie,Sidama,Wolaita,Farmgate
2024-04-26,Barley,Cereal,1486.13,quintal,Wolkite,Sidama,Lideta,Wholesale
2023-05-26,Papaya,Fruit,97.46,kg,Hawassa,Addis Ababa,North Shewa,Wholesale
2023-01-08,Cooking oil (palm),Processed Food,1376.23,quintal,Adama,Sidama,Hadiya,Retail
2024-02-06,Banana,Fruit,154.81,kg,Bahir Dar,Oromia,Lideta,Wholesale
2023-04-15,Watermelon,Fruit,1767.29,quintal,Jimma,Amhara,Jimma Town,Farmgate
2023-11-28,Watermelon,Fruit,250.8,kg,Hossana,Addis Ababa,Basketo,Retail
2023-02-06,Chickpeas,Other,1375.25,quintal,Dessie,Addis Ababa,Wolaita,Farmgate
2024-03-26,Chicken (dressed),Animal Product,2310.97,quintal,Adama,Amhara,Hadiya,Farmgate
2023-06-06,Carrot,Vegetable,215.67,kg,Gonder,Tigray,Kaffa,Retail
2024-02-04,Rice (local),Cereal,1884.08,quintal,Dessie,Tigray,Basketo,Wholesale
2023-11-27,Beef (raw),Animal Product,735.67,quintal,Hossana,Amhara,North Shewa,Wholesale
2023-07-12,Roasted grains,Other,1103.08,quintal,Dessie,SNNPR,Kolfe,Wholesale
2023-12-22,Salt,Processed Food,191.02,kg,Hossana,Sidama,Lideta,Farmgate
2024-06-13,Teff (red),Cereal,1794.67,kg,Wolkite,Addis Ababa,Basketo,Farmgate
2023-08-19,Rice (imported),Cereal,2017.35,quintal,Dessie,Addis Ababa,Lideta,Retail
2023-12-03,Flour (wheat),Processed Food,236.66,kg,Gonder,Tigray,Bole,Farmgate
2024-04-22,Coffee (roasted),Processed Food,60.84,kg,Wolkite,Amhara,Lideta,Retail
2023-10-03,Honey,Other,199.42,kg,Jimma,Sidama,Bole,Retail
2024-02-07,Fava beans,Other,254.51,kg,Wolkite,Oromia,South Wollo,Retail
2024-03-11,Nifro,Other,179.63,kg,Merkato,SNNPR,Hadiya,Wholesale
2023-10-29,Hot pepper,Vegetable,55.28,kg,Shola,Tigray,Wolaita,Retail
2023-12-12,Rice (local),Cereal,1851.05,kg,Dessie,Amhara,North Shewa,Farmgate
2024-05-02,Powdered milk,Processed Food,293.71,kg,Hossana,Southwest Ethiopia,Lideta,Wholesale
2023-07-10,Barley,Cereal,1325.71,quintal,Wolkite,Southwest Ethiopia,North Shewa,Retail
2023-06-17,Grapes,Fruit,2041.38,quintal,Shola,Addis Ababa,Lideta,Farmgate
2023-10-24,Dry peas,Other,1726.97,quintal,Dessie,Amhara,Jimma Town,Wholesale
2024-03-06,Cabbage,Vegetable,92.94,kg,Adama,Amhara,Jimma Town,Wholesale
2023-09-30,Pepper powder,Other,1158.93,quintal,Gonder,Tigray,Kolfe,Farmgate
2024-04-12,Macaroni,Processed Food,127.38,kg,Bahir Dar,Southwest Ethiopia,Hadiya,Retail
2023-01-02,Teff (white),Cereal,2195.67,kg,Wolkite,Tigray,Lideta,Wholesale
2024-03-09,Mango,Fruit,1056.29,quintal,Hossana,Southwest Ethiopia,Kolfe,Retail
2024-01-21,Chicken (live),Animal Product,435.02,quintal,Adama,Tigray,Kolfe,Retail
2023-03-20,Grapes,Fruit,1032.01,quintal,Dessie,Sidama,South Wollo,Wholesale
2023-01-27,Shiro,Other,67.3,kg,Hossana,Oromia,Bole,Retail
2023-09-15,Mango,Fruit,1973.74,quintal,Dessie,Southwest Ethiopia,Kaffa,Farmgate
2024-05-02,Pepper powder,Other,1265.44,quintal,Shola,Sidama,Bole,Farmgate
2024-02-28,Banana,Fruit,2078.18,quintal,Hossana,Oromia,Lideta,Retail
2023-02-05,Shiro,Other,2172.77,quintal,Hossana,Oromia,Hadiya,Retail
2023-11-12,Spaghetti,Processed Food,2459.82,quintal,Jimma,Sidama,Lideta,Retail
2023-05-19,Shiro,Other,266.71,kg,Bahir Dar,Tigray,South Wollo,Wholesale
2023-01-31,Beetroot,Vegetable,186.1,kg,Wolkite,Sidama,South Wollo,Wholesale
2024-05-12,Oats,Cereal,279.34,kg,Gonder,Oromia,Wolaita,Farmgate
2024-02-05,Sugar (local),Processed Food,73.35,kg,Dessie,Oromia,Jimma Town,Retail
2023-06-29,Lettuce,Vegetable,254.25,kg,Hawassa,Addis Ababa,Kaffa,Farmgate
2024-03-01,Onion (red),Vegetable,211.82,kg,Bahir Dar,Sidama,Kolfe,Wholesale
2023-12-05,Chicken (live),Animal Product,438.21,kg,Adama,Oromia,North Shewa,Farmgate
2023-09-08,Macaroni,Processed Food,211.48,kg,Jimma,Southwest Ethiopia,North Shewa,Retail
2023-10-05,Eggs,Animal Product,9.24,quintal,Gonder,Addis Ababa,North Shewa,Farmgate
2023-01-27,Orange,Fruit,1914.54,quintal,Hossana,SNNPR,Wolaita,Retail
2024-05-02,Orange,Fruit,149.07,kg,Dessie,Sidama,North Shewa,Wholesale
2024-03-24,Wheat,Cereal,1283.93,quintal,Bahir Dar,Southwest Ethiopia,Bole,Farmgate
2024-06-20,Roasted grains,Other,2378.15,quintal,Dessie,Tigray,Kaffa,Farmgate
2023-06-15,Margarine,Processed Food,1395.22,quintal,Shola,Addis Ababa,Jimma Town,Farmgate
2023-08-08,Spices mix,Other,38.68,kg,Hawassa,Tigray,South Wollo,Retail
2024-02-08,Apple (local),Fruit,1607.34,quintal,Bahir Dar,Addis Ababa,Kaffa,Retail
2024-03-18,Shiro,Other,145.51,kg,Merkato,SNNPR,Bole,Wholesale
2024-06-15,Beetroot,Vegetable,221.71,kg,Dessie,Amhara,Lideta,Farmgate
2023-04-15,Chickpeas,Other,2055.7,quintal,Wolkite,Addis Ababa,North Shewa,Retail
2023-09-05,Coffee (roasted),Processed Food,2427.48,quintal,Bahir Dar,Oromia,Wolaita,Farmgate
2023-07-18,Lentils,Other,1663.38,quintal,Adama,Southwest Ethiopia,Basketo,Wholesale
2024-06-02,Beef (raw),Animal Product,811.5,kg,Hawassa,SNNPR,Lideta,Retail
2023-03-07,Watermelon,Fruit,2453.91,quintal,Hossana,Amhara,North Shewa,Farmgate
2023-06-01,Margarine,Processed Food,1049.25,quintal,Jimma,Addis Ababa,Lideta,Farmgate
2024-05-25,Tea (local),Processed Food,233.79,kg,Bahir Dar,Southwest Ethiopia,Hadiya,Wholesale
2023-05-27,Sugar (local),Processed Food,1384.86,quintal,Bahir Dar,Sidama,Kaffa,Wholesale
2024-04-07,Tea (local),Processed Food,207.63,kg,Hawassa,Oromia,North Shewa,Retail
2024-01-19,Macaroni,Processed Food,1365.04,quintal,Bahir Dar,Tigray,Hadiya,Retail
2024-03-27,Spaghetti,Processed Food,135.84,kg,Hawassa,Addis Ababa,Basketo,Farmgate
2024-03-10,Lemon,Fruit,1466.57,quintal,Adama,Sidama,Bole,Farmgate
2023-03-31,Maize,Cereal,705.26,kg,Gonder,Amhara,Kolfe,Retail
2023-06-06,Butter (traditional),Animal Product,97.81,kg,Wolkite,Oromia,Kolfe,Wholesale
2023-03-19,Avocado,Fruit,1479.34,quintal,Wolkite,SNNPR,Basketo,Retail
2023-03-22,Guava,Fruit,284.76,kg,Adama,Southwest Ethiopia,Jimma Town,Farmgate
2024-02-19,Carrot,Vegetable,1976.55,quintal,Gonder,Addis Ababa,Lideta,Wholesale
2024-04-09,Honey,Other,1105.47,quintal,Adama,Oromia,Lideta,Wholesale
2024-04-12,Lentils,Other,2325.38,quintal,Bahir Dar,Addis Ababa,Basketo,Wholesale
2023-05-01,Powdered milk,Processed Food,130.82,kg,Hawassa,SNNPR,South Wollo,Wholesale
2024-05-31,Powdered milk,Processed Food,78.57,kg,Shola,SNNPR,Bole,Retail
2023-06-26,Green pepper,Vegetable,1923.81,quintal,Shola,Tigray,Bole,Farmgate
2023-12-31,Guava,Fruit,2211.46,quintal,Shola,SNNPR,Kaffa,Retail
2024-05-03,Macaroni,Processed Food,2043.89,quintal,Shola,Tigray,Jimma Town,Retail
2023-04-23,Cooking oil (palm),Processed Food,1060.64,quintal,Merkato,Amhara,Lideta,Farmgate
2023-04-20,Barley,Cereal,1382.62,kg,Hawassa,Tigray,Bole,Wholesale
2024-06-15,Chicken (live),Animal Product,317.97,kg,Bahir Dar,Oromia,North Shewa,Retail
2023-12-03,Papaya,Fruit,1044.54,quintal,Wolkite,SNNPR,Jimma Town,Retail
2024-06-10,Watermelon,Fruit,279.59,kg,Wolkite,Oromia,Wolaita,Wholesale
2023-04-21,Cabbage,Vegetable,68.87,kg,Wolkite,Southwest Ethiopia,Hadiya,Retail
2024-05-21,Grapes,Fruit,1864.02,quintal,Hawassa,Addis Ababa,Kaffa,Wholesale
2024-03-06,Salt,Processed Food,118.9,kg,Hawassa,Amhara,Bole,Wholesale
2023-07-21,Watermelon,Fruit,173.37,kg,Hossana,SNNPR,North Shewa,Farmgate
2023-07-10,Papaya,Fruit,1543.12,quintal,Gonder,Southwest Ethiopia,Kolfe,Farmgate
2024-03-05,Macaroni,Processed Food,232.63,kg,Bahir Dar,Sidama,South Wollo,Farmgate
2024-03-09,Banana,Fruit,2369.23,quintal,Wolkite,Sidama,Lideta,Farmgate
2024-04-12,Green pepper,Vegetable,247.53,kg,Merkato,Oromia,Kolfe,Farmgate
2023-12-28,Watermelon,Fruit,183.33,kg,Wolkite,SNNPR,Bole,Farmgate
2024-04-04,Potato,Vegetable,100.58,kg,Merkato,SNNPR,Wolaita,Wholesale
2024-01-04,Chicken (dressed),Animal Product,88.25,kg,Shola,SNNPR,Bole,Farmgate
2023-11-25,Hot pepper,Vegetable,162.44,kg,Bahir Dar,Tigray,Jimma Town,Retail
2023-08-01,Lemon,Fruit,1125.66,quintal,Bahir Dar,Oromia,Kolfe,Wholesale
2023-09-22,Sorghum,Cereal,1296.43,quintal,Adama,SNNPR,Basketo,Farmgate
2024-02-07,Macaroni,Processed Food,2214.81,quintal,Adama,Addis Ababa,South Wollo,Farmgate
2024-04-25,Maize,Cereal,1085.45,quintal,Adama,Southwest Ethiopia,Kaffa,Farmgate
2023-09-01,Honey,Other,129.41,kg,Bahir Dar,Amhara,South Wollo,Farmgate
2023-02-22,Rice (imported),Cereal,2505.7,kg,Hawassa,Oromia,Bole,Retail
2023-10-14,Shiro,Other,1262.9,quintal,Bahir Dar,Southwest Ethiopia,Basketo,Wholesale
2023-03-22,Honey,Other,159.47,kg,Hossana,SNNPR,South Wollo,Retail
2023-11-08,Banana,Fruit,1813.23,quintal,Bahir Dar,Tigray,Kaffa,Retail
2023-01-29,Tea (local),Processed Food,217.81,kg,Hossana,SNNPR,Basketo,Retail
2023-04-27,Guava,Fruit,1232.39,quintal,Wolkite,Sidama,Bole,Wholesale
2023-05-09,Apple (local),Fruit,1348.26,quintal,Hawassa,Southwest Ethiopia,North Shewa,Wholesale
2023-02-24,Hot pepper,Vegetable,1054.43,quintal,Wolkite,Addis Ababa,Hadiya,Wholesale
2023-02-24,Chicken (dressed),Animal Product,1026.54,quintal,Merkato,Southwest Ethiopia,Kaffa,Retail
2024-03-10,Milk (raw),Animal Product,45.32,kg,Wolkite,Addis Ababa,Wolaita,Wholesale
2023-06-07,Papaya,Fruit,1550.63,quintal,Wolkite,Oromia,Lideta,Retail
2023-11-28,Sugar (local),Processed Food,248.25,kg,Jimma,Tigray,Wolaita,Wholesale
2023-03-14,Coffee (roasted),Processed Food,1681.76,quintal,Wolkite,Southwest Ethiopia,Bole,Wholesale
2023-11-28,Roasted grains,Other,117.62,kg,Dessie,Amhara,Hadiya,Farmgate
2023-07-15,Guava,Fruit,1529.62,quintal,Shola,Tigray,Wolaita,Retail
2024-04-17,Roasted grains,Other,98.99,kg,Merkato,SNNPR,South Wollo,Retail
2024-02-23,Watermelon,Fruit,121.05,kg,Jimma,Oromia,South Wollo,Farmgate
2024-02-16,Mango,Fruit,194.95,kg,Hawassa,Amhara,Kolfe,Wholesale
2024-06-09,Grapes,Fruit,247.69,kg,Bahir Dar,Tigray,Hadiya,Wholesale
2023-06-16,Banana,Fruit,260.41,kg,Bahir Dar,Sidama,Basketo,Farmgate
2024-04-18,Barley,Cereal,1463.85,quintal,Wolkite,Amhara,Wolaita,Wholesale
2023-07-27,Hot pepper,Vegetable,47.98,kg,Hossana,Addis Ababa,Basketo,Retail
2023-01-20,Shiro,Other,65.41,kg,Merkato,SNNPR,Wolaita,Farmgate
2023-08-08,Potato,Vegetable,120.09,kg,Hawassa,Tigray,Basketo,Farmgate
2023-06-17,Green pepper,Vegetable,113.05,kg,Merkato,Tigray,Lideta,Wholesale
2023-10-16,Goat meat,Animal Product,171.01,kg,Bahir Dar,Addis Ababa,Lideta,Wholesale
2023-01-07,Green pepper,Vegetable,163.76,kg,Hawassa,Sidama,South Wollo,Farmgate
2023-12-01,Dry peas,Other,112.84,kg,Hossana,Tigray,Hadiya,Wholesale
2023-07-12,Macaroni,Processed Food,2392.32,quintal,Adama,Addis Ababa,North Shewa,Farmgate
2023-03-08,Milk (raw),Animal Product,45.82,quintal,Bahir Dar,Tigray,Jimma Town,Farmgate
2023-02-19,Milk (raw),Animal Product,40.56,kg,Adama,Tigray,Lideta,Retail
2024-01-10,Banana,Fruit,1626.85,quintal,Gonder,Tigray,Lideta,Farmgate
2024-03-14,Rice (imported),Cereal,2170.85,quintal,Bahir Dar,Sidama,Kaffa,Retail
